"time","ax0ra4","ax1ra4","ax2ra4","ax3ra4","ax4ra4","ax6ra4","ax7ra4","C6221","ax0ra5","ax1ra5","ax2ra5","ax3ra5","ax4ra5","ax6ra5","ax7ra5","C600","C601","M54","M55","np","IO115","M29","M210","IO214","lazer6","C7021","C7016","C7017","C7018","C7019","C6214","lazer2","dwgn12","last1","last2","last3","last4","last5","last6","last7","date","datetime","noDup","timeDiff"
"17:38:14:562:",264.44,264.45,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:14:625:",264.35,264.36,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:14:687:",264.25,264.25,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:14:750:",264.14,264.14,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:14:812:",264.04,264.04,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:14:875:",263.92,263.92,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:14:937:",263.83,263.83,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:14",1,0
"17:38:15:000:",263.73,263.72,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:062:",263.62,263.62,198.54,0,80,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:125:",263.52,263.52,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:187:",263.4,263.4,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:250:",263.31,263.31,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:312:",263.2,263.2,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:375:",263.1,263.1,198.54,0,80,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:437:",263,263,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:500:",262.88,262.88,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:562:",262.79,262.79,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:625:",262.68,262.68,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:687:",262.58,262.58,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:750:",262.48,262.48,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:812:",262.36,262.36,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:875:",262.27,262.27,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:15:937:",262.16,262.16,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:15",1,0
"17:38:16:000:",262.06,262.06,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:062:",261.96,261.95,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:125:",261.84,261.84,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:187:",261.75,261.75,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:250:",261.64,261.64,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:312:",261.54,261.54,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:375:",261.44,261.43,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:437:",261.32,261.32,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:500:",261.23,261.23,198.54,0,80,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:562:",261.12,261.12,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:625:",261.02,261.02,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:687:",260.92,260.91,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:750:",260.8,260.8,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:812:",260.71,260.7,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:875:",260.6,260.6,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:16:937:",260.5,260.5,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:16",1,0
"17:38:17:000:",260.39,260.39,198.54,0,80,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:062:",260.28,260.27,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:125:",260.19,260.19,198.54,0,80,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:187:",260.09,260.09,198.54,0,80,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:250:",260.01,260.01,198.54,0,80,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:312:",259.94,259.94,198.54,0,80,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:375:",259.88,259.88,198.54,0,80,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:437:",259.86,259.85,198.54,0,80,1447.49,1632499,0,0,-1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:500:",259.83,259.83,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:562:",259.82,259.82,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:625:",259.82,259.81,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,1,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:17:687:",259.81,259.8,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,1,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",4,0
"17:38:17:937:",259.81,259.8,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:17",1,0
"17:38:18:000:",259.81,259.8,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:062:",260.19,260.04,198.54,0,80,1447.49,1632499,0,15,6,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:125:",260.7,260.33,198.54,0,80,1447.49,1632499,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:187:",260.74,260.35,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:250:",260.75,260.35,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",2,0
"17:38:18:375:",260.76,260.35,198.54,0,80,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:437:",260.8,260.35,198.54,0,80,1447.49,1632499,0,5,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:500:",263.45,262.18,198.54,0,80,1447.49,1632499,0,63,41,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:562:",267.57,266.23,198.54,0,80,1447.49,1632499,0,62,65,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:625:",272.88,271.65,198.54,0,80,1447.49,1632499,0,88,90,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:687:",278.65,277.33,198.54,0,80,1447.49,1632499,0,115,112,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:750:",286.41,285.01,198.54,0,80,1447.49,1632499,0,134,133,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:812:",295.55,294.04,198.54,0,80,1447.49,1632499,0,158,154,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:875:",305.87,304.17,198.54,0,80,1447.49,1632499,0,167,164,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:18:937:",317.96,316.12,198.54,0,80,1447.49,1632499,0,176,174,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:18",1,0
"17:38:19:000:",327.65,325.75,198.54,0,80,1447.49,1632499,0,179,178,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:062:",338.88,336.91,198.54,0,80,1447.49,1632499,0,180,179,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:125:",350.13,348.19,198.54,0,80,1447.49,1632499,0,181,181,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:187:",361.46,359.54,198.54,0,80,1447.49,1632499,0,179,181,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:250:",374.22,372.6,198.54,0,80,1447.49,1632499,0,185,187,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:312:",384.22,382.68,198.54,0,80,1447.49,1632499,0,184,184,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:375:",395.64,394.14,198.54,0,80,1447.49,1632499,0,185,184,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:437:",407.08,405.57,198.54,0,80,1447.49,1632499,0,183,183,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:500:",418.55,417.05,198.54,0,80,1447.49,1632499,0,184,184,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:562:",431.5,429.94,198.54,0,80,1447.49,1632499,0,185,185,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:625:",442.94,441.37,198.54,0,80,1447.49,1632499,0,184,183,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:687:",453.02,451.38,198.54,0,80,1447.49,1632499,0,186,185,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:750:",464.51,462.84,198.54,0,80,1447.49,1632499,0,184,183,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:812:",475.85,474.2,198.54,0,80,1447.49,1632499,0,176,178,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:875:",487.49,485.88,198.65,0.2,80.05,1447.49,1632499,0,154,153,7,10,3,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:19:937:",495.07,493.46,199.99,1.63,80.74,1447.49,1632499,0,128,128,39,39,21,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:19",1,0
"17:38:20:000:",501.92,500.38,203.82,5.44,82.94,1447.49,1632499,0,95,97,78,78,47,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:062:",506.61,505.24,210.35,11.78,87.04,1447.49,1632499,0,60,63,123,119,80,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:125:",509.21,507.99,219.74,20.72,93.26,1447.49,1632499,0,29,31,170,163,115,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:187:",510.63,509.56,233.77,33.45,101.54,1447.49,1632499,0,17,19,221,189,116,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:250:",511.61,510.61,247.26,44.16,107.7,1447.49,1632499,0,18,18,263,194,107,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:312:",511.73,510.68,264.72,56.6,113.7,1447.49,1632499,0,-4,-1,284,199,86,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:375:",511.72,510.67,282.95,68.95,118.05,1447.49,1632499,0,0,0,294,192,57,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:437:",511.72,510.67,301.6,79.96,120.77,1447.49,1632499,0,0,0,305,163,35,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:500:",511.72,510.67,322.57,89.54,122.58,1447.49,1632499,0,0,0,299,116,20,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:562:",511.72,510.67,338.99,94.8,123.44,1447.49,1632499,0,0,0,302,80,13,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:625:",511.72,510.67,357.68,98.37,124.05,1447.49,1632499,0,0,0,299,39,8,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:687:",511.72,510.67,376.47,99.62,124.42,1447.49,1632499,0,0,0,303,10,5,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:750:",511.72,510.67,395.17,99.91,124.64,1447.49,1632499,0,0,0,299,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:812:",511.72,510.67,416.26,99.98,124.8,1447.49,1632499,0,0,0,299,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:875:",511.72,510.67,432.62,99.99,124.87,1447.49,1632499,0,0,0,295,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:20:937:",511.72,510.67,449.92,100,124.92,1447.49,1632499,0,0,0,257,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:20",1,0
"17:38:21:000:",511.72,510.67,464.88,100,124.95,1447.49,1632499,0,0,0,218,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:062:",511.72,510.67,477.12,100,124.97,1447.49,1632499,0,0,0,180,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:125:",511.72,510.67,487.45,100,124.98,1447.49,1632499,0,0,0,126,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:187:",511.72,510.67,492.95,100,124.99,1447.49,1632499,0,0,0,84,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:250:",511.72,510.67,496.49,100,124.99,1447.49,1632499,0,0,0,36,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:312:",511.72,510.67,497.78,100,124.99,1447.49,1632499,0,0,0,13,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:375:",511.72,510.67,498.27,100,125,1447.49,1632499,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:437:",511.72,510.67,498.45,100,125,1447.49,1632499,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:500:",511.72,510.67,498.51,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:562:",511.72,510.67,498.53,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",1,0
"17:38:21:625:",511.72,510.67,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:38:21",2,0
