"time","ax0ra4","ax1ra4","ax2ra4","ax3ra4","ax4ra4","ax6ra4","ax7ra4","C6221","ax0ra5","ax1ra5","ax2ra5","ax3ra5","ax4ra5","ax6ra5","ax7ra5","C600","C601","M54","M55","np","IO115","M29","M210","IO214","lazer6","C7021","C7016","C7017","C7018","C7019","C6214","lazer2","dwgn12","last1","last2","last3","last4","last5","last6","last7","date","datetime","noDup","timeDiff"
"17:36:33:625:",511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:33",52,3
"17:36:36:875:",511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:36",1,0
"17:36:36:937:",511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:36",1,0
"17:36:37:000:",511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",4,0
"17:36:37:250:",511.84,511.79,28.58,0.12,100.16,756.74,1156927,0,0,0,3,7,-3,-44,-43008,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:312:",511.84,511.79,29.94,1.63,99.41,747.12,1147722,0,0,0,40,39,-20,-251,-255488,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:375:",511.84,511.79,33.8,5.43,97.21,723.14,1123052,0,0,0,79,78,-47,-494,-478720,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:437:",511.84,511.79,40.36,11.78,93.13,683.77,1083767,0,0,0,124,119,-81,-746,-756608,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:500:",511.84,511.79,49.69,20.72,86.87,634.6,1028993,0,0,0,167,163,-116,-760,-986496,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:562:",511.84,511.79,59.67,31.96,78.39,593.62,959950,0,0,0,149,190,-149,-556,-1159808,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:625:",511.84,511.79,67.91,44.17,68.35,566.65,889018,0,0,0,119,199,-168,-338,-1075840,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:687:",511.84,511.79,73.67,55.79,57.72,553.7,828842,0,0,0,74,176,-170,-115,-868608,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:750:",511.84,511.79,76.77,65.37,47.74,550.68,783997,0,0,0,31,138,-152,-18,-617728,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:812:",511.84,511.79,77.89,72.48,39.13,550.14,754038,0,0,0,12,95,-126,-4,-358528,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:875:",511.84,511.79,78.29,77.04,32.33,550.01,739492,0,0,0,4,55,-95,-1,-130688,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:37:937:",511.84,511.79,78.45,79.23,27.56,549.99,735887,0,0,0,1,19,-61,0,-25216,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:37",1,0
"17:36:38:000:",511.84,511.79,78.51,79.82,24.61,549.98,735199,0,0,0,1,5,-38,0,-8832,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:062:",511.84,511.79,78.53,79.96,22.82,549.98,735038,0,0,0,0,1,-23,0,-512,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:125:",511.84,511.79,78.54,79.99,21.72,549.99,735002,0,0,0,0,0,-14,0,-512,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:187:",511.84,511.79,78.54,80,21.04,549.99,734995,0,0,0,0,0,-9,0,0,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:250:",511.84,511.79,78.54,80,20.64,549.99,734995,0,0,0,0,0,-6,0,0,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:312:",511.84,511.79,78.54,80,20.38,549.99,734995,0,0,0,0,0,-3,0,0,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:375:",511.84,511.79,78.54,80,20.24,549.99,734995,0,0,0,0,0,-2,0,0,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:437:",511.84,511.79,78.54,80,20.14,549.99,734995,0,0,0,0,0,-1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:500:",511.84,511.79,78.54,80,20.08,549.99,734995,0,0,0,0,0,-1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:562:",511.84,511.79,78.54,80,20.05,549.99,734995,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:625:",511.84,511.79,78.54,80,20.03,549.99,734995,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:687:",511.84,511.79,78.54,80,20.02,549.99,734995,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",1,0
"17:36:38:750:",511.84,511.79,78.54,80,20.01,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",2,0
"17:36:38:875:",511.84,511.79,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:38",9,1
"17:36:39:437:",511.84,511.79,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:39:500:",511.84,511.79,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",2,0
"17:36:39:625:",511.84,511.79,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:39:687:",511.85,511.36,78.54,80,20,549.99,734999,0,0,-28,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:39:750:",511.3,509.64,78.54,80,20,549.99,734999,0,-33,-26,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:39:812:",509.71,508.47,78.54,80,20,549.99,734999,0,-16,-21,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:39:875:",507.62,505.81,78.54,80,20,549.99,734999,0,-41,-53,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:39:937:",503.3,501.05,78.54,80,20,549.99,734999,0,-89,-94,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:39",1,0
"17:36:40:000:",496.86,494.76,78.54,80,20,549.99,734999,0,-110,-112,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:062:",488.68,486.74,78.54,80,20,549.99,734999,0,-145,-144,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:125:",478.74,476.84,78.54,80,20,549.99,734999,0,-171,-169,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:187:",466.95,465.13,78.54,80,20,549.99,734999,0,-201,-199,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:250:",453.36,451.7,78.54,80,20,549.99,734999,0,-225,-223,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:312:",439.53,438,78.54,80,20,549.99,734999,0,-215,-214,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:375:",425.91,424.44,78.54,80,20,549.99,734999,0,-223,-222,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:437:",412.24,410.81,78.54,80,20,549.99,734999,0,-216,-214,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:500:",398.68,397.32,78.54,80,20,549.99,734999,0,-217,-216,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:562:",385.95,384.93,78.54,80,20,549.99,734999,0,-144,-129,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:625:",389.84,388.02,78.54,80,20,549.99,734999,0,89,65,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:687:",385.92,384.44,78.54,80,20,549.99,734999,0,-78,-68,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:750:",387.94,386.12,78.54,80,20,549.99,734999,0,44,31,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:812:",385.23,383.83,78.54,80,20,549.99,734999,0,-59,2,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:875:",387.04,385.23,78.54,80,20,549.99,734995,0,46,25,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",1,0
"17:36:40:937:",386.19,384.8,78.54,80,20,549.99,734999,0,-1,-1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:40",2,1
"17:36:41:062:",386.43,384.95,78.54,80,20,549.99,734999,0,7,4,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:125:",386.65,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:187:",386.64,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:250:",386.65,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:312:",386.64,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:375:",386.65,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:437:",386.64,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:500:",386.65,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:562:",386.64,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",1,0
"17:36:41:625:",386.65,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:41",12,1
"17:36:42:375:",387.2,385,78.54,80,20,549.99,734999,0,32,12,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:437:",390.99,388.32,78.54,80,20,549.99,734999,0,78,80,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:500:",395.36,392.81,78.54,80,20,549.99,734999,0,68,65,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:562:",400.16,397.71,78.54,80,20,549.99,734999,0,94,98,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:625:",407.58,405,78.54,80,20,549.99,734999,0,131,125,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:687:",415.9,413.19,78.54,80,20,549.99,734999,0,136,137,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:750:",425.35,422.61,78.54,80,20,549.99,734999,0,163,161,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:812:",436.01,433.12,78.54,80,20,549.99,734999,0,172,171,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:875:",446.68,443.84,78.54,80,20,549.99,734999,0,173,174,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:42:937:",457.64,454.84,78.54,80,20,549.99,734999,0,179,178,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:42",1,0
"17:36:43:000:",468.87,466.08,78.54,80,20,549.99,734999,0,177,179,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:062:",479.84,477.19,78.54,80,20,549.99,734999,0,171,174,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:125:",489.7,487.22,78.54,80,20,549.99,734999,0,146,150,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:187:",497.81,495.59,78.54,80,20,549.99,734999,0,118,122,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:250:",504.02,502.1,78.54,80,20,549.99,734999,0,86,90,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:312:",508.17,506.44,78.54,80,20,549.99,734999,0,50,53,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:375:",510.22,508.71,78.54,80,20,549.99,734999,0,22,26,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:437:",511.36,510.01,78.54,80,20,549.99,734999,0,18,19,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:500:",512.46,511.06,78.54,80,20,549.99,734999,0,10,4,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:562:",512.41,511.03,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",2,0
"17:36:43:687:",512.41,511.02,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",3,0
"17:36:43:875:",512.4,511.02,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:43:937:",512.41,511.02,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:43",1,0
"17:36:44:000:",512.4,511.02,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",2,0
"17:36:44:125:",512.36,510.75,78.54,80,20,549.99,734999,0,-4,-17,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:187:",511.1,508.91,78.54,80,20,549.99,734999,0,-28,-27,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:250:",509.29,507.08,78.54,80,20,549.99,734999,0,-34,-40,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:312:",505.61,503.03,78.54,80,20,549.99,734999,0,-82,-81,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:375:",499.35,497.13,78.54,80,20,549.99,734999,0,-110,-104,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:437:",491.69,489.68,78.54,80,20,549.99,734999,0,-136,-134,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:500:",482.09,480.21,78.54,80,20,549.99,734999,0,-167,-166,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:562:",470.68,468.93,78.54,80,20,549.99,734999,0,-193,-191,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:625:",457.49,455.83,78.54,80,20,549.99,734999,0,-224,-222,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:687:",443.48,441.94,78.54,80,20,549.99,734999,0,-217,-217,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:750:",429.95,428.47,78.54,80,20,549.99,734999,0,-223,-221,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:812:",416.13,414.73,78.54,80,20,549.99,734999,0,-219,-218,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:875:",402.63,401.3,78.54,80,20,549.99,734999,0,-217,-215,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:44:937:",389,387.79,78.54,80,20,549.99,734999,0,-211,-205,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:44",1,0
"17:36:45:000:",387.87,386.53,78.54,80,20,549.99,734999,0,131,103,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:062:",387.73,385.78,78.54,80,20,549.99,734999,0,-111,-95,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:125:",387.2,385.39,78.54,80,20,549.99,734999,0,58,65,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:187:",387.1,385.38,78.56,80,19.99,549.99,734992,0,1,21,2,0,0,0,512,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:265:",387.12,385.43,78.55,80,19.99,549.99,734992,0,2,6,-2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:312:",387.07,384.86,78.55,80,19.99,549.99,734992,0,-4,-7,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:375:",386.63,384.73,78.55,80,19.99,549.99,734992,0,1,3,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:437:",386.75,384.92,78.54,80,19.99,549.99,734992,0,2,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:500:",386.74,384.9,78.54,80,19.99,549.99,734995,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:562:",386.74,384.91,78.54,80,19.99,549.99,734999,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
