"ax0ra4","ax1ra4","ax2ra4","ax3ra4","ax4ra4","ax6ra4","ax7ra4","ax0ra5","ax1ra5","C600","np","IO115","M210","C7021","C7016","C7017","C7018","time","date","datetime","noDup","timeDiff"
511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,0,4,0,0,0,1,0,0,"17:36:33:625:",4042016,"2016-04-04 17:36:33",52,3
511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,0,4,1,0,0,1,0,0,"17:36:36:875:",4042016,"2016-04-04 17:36:36",1,0
511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,1,4,1,0,0,1,0,0,"17:36:36:937:",4042016,"2016-04-04 17:36:36",1,0
511.84,511.79,28.54,0,100.2,757.47,1157521,0,0,1,4,1,0,0,1,0,0,"17:36:37:000:",4042016,"2016-04-04 17:36:37",4,0
511.84,511.79,28.58,0.12,100.16,756.74,1156927,0,0,1,4,1,0,0,1,0,0,"17:36:37:250:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,29.94,1.63,99.41,747.12,1147722,0,0,1,4,1,0,0,1,0,0,"17:36:37:312:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,33.8,5.43,97.21,723.14,1123052,0,0,1,4,1,0,0,1,0,0,"17:36:37:375:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,40.36,11.78,93.13,683.77,1083767,0,0,1,4,1,0,0,1,0,0,"17:36:37:437:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,49.69,20.72,86.87,634.6,1028993,0,0,1,4,1,0,0,1,0,0,"17:36:37:500:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,59.67,31.96,78.39,593.62,959950,0,0,1,4,1,0,0,1,0,0,"17:36:37:562:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,67.91,44.17,68.35,566.65,889018,0,0,1,4,1,0,0,1,0,0,"17:36:37:625:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,73.67,55.79,57.72,553.7,828842,0,0,1,4,1,0,0,1,0,0,"17:36:37:687:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,76.77,65.37,47.74,550.68,783997,0,0,1,4,1,0,0,1,0,0,"17:36:37:750:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,77.89,72.48,39.13,550.14,754038,0,0,1,4,1,0,0,1,0,0,"17:36:37:812:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,78.29,77.04,32.33,550.01,739492,0,0,1,4,1,0,0,1,0,0,"17:36:37:875:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,78.45,79.23,27.56,549.99,735887,0,0,1,4,1,0,0,1,0,0,"17:36:37:937:",4042016,"2016-04-04 17:36:37",1,0
511.84,511.79,78.51,79.82,24.61,549.98,735199,0,0,1,4,1,0,0,1,0,0,"17:36:38:000:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.53,79.96,22.82,549.98,735038,0,0,1,4,1,0,0,1,0,0,"17:36:38:062:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,79.99,21.72,549.99,735002,0,0,1,4,1,0,0,1,0,0,"17:36:38:125:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,21.04,549.99,734995,0,0,1,4,1,0,0,1,0,0,"17:36:38:187:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.64,549.99,734995,0,0,1,4,1,0,0,1,0,0,"17:36:38:250:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.38,549.99,734995,0,0,1,4,1,0,0,1,0,0,"17:36:38:312:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.24,549.99,734995,0,0,1,4,1,0,0,1,0,0,"17:36:38:375:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.14,549.99,734995,0,0,0,4,0,0,0,1,0,0,"17:36:38:437:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.08,549.99,734995,0,0,0,4,0,0,0,1,0,0,"17:36:38:500:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.05,549.99,734995,0,0,0,4,0,0,0,1,0,0,"17:36:38:562:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.03,549.99,734995,0,0,0,4,0,0,0,1,0,0,"17:36:38:625:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.02,549.99,734995,0,0,0,4,0,0,0,1,0,0,"17:36:38:687:",4042016,"2016-04-04 17:36:38",1,0
511.84,511.79,78.54,80,20.01,549.99,734999,0,0,0,4,0,0,1,1,0,0,"17:36:38:750:",4042016,"2016-04-04 17:36:38",2,0
511.84,511.79,78.54,80,20,549.99,734999,0,0,0,4,0,0,1,1,0,0,"17:36:38:875:",4042016,"2016-04-04 17:36:38",9,1
511.84,511.79,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,1,0,0,"17:36:39:437:",4042016,"2016-04-04 17:36:39",1,0
511.84,511.79,78.54,80,20,549.99,734999,0,0,1,4,1,0,1,1,0,0,"17:36:39:500:",4042016,"2016-04-04 17:36:39",2,0
511.84,511.79,78.54,80,20,549.99,734999,0,0,1,4,1,1,1,1,0,0,"17:36:39:625:",4042016,"2016-04-04 17:36:39",1,0
511.85,511.36,78.54,80,20,549.99,734999,0,-28,1,4,1,1,1,1,0,0,"17:36:39:687:",4042016,"2016-04-04 17:36:39",1,0
511.3,509.64,78.54,80,20,549.99,734999,-33,-26,1,4,1,1,1,0,0,0,"17:36:39:750:",4042016,"2016-04-04 17:36:39",1,0
509.71,508.47,78.54,80,20,549.99,734999,-16,-21,1,4,1,1,1,0,0,0,"17:36:39:812:",4042016,"2016-04-04 17:36:39",1,0
507.62,505.81,78.54,80,20,549.99,734999,-41,-53,1,4,1,1,1,0,0,0,"17:36:39:875:",4042016,"2016-04-04 17:36:39",1,0
503.3,501.05,78.54,80,20,549.99,734999,-89,-94,1,4,1,1,1,0,0,0,"17:36:39:937:",4042016,"2016-04-04 17:36:39",1,0
496.86,494.76,78.54,80,20,549.99,734999,-110,-112,1,4,1,1,1,0,0,0,"17:36:40:000:",4042016,"2016-04-04 17:36:40",1,0
488.68,486.74,78.54,80,20,549.99,734999,-145,-144,1,4,1,1,1,0,0,0,"17:36:40:062:",4042016,"2016-04-04 17:36:40",1,0
478.74,476.84,78.54,80,20,549.99,734999,-171,-169,1,4,1,1,1,0,0,0,"17:36:40:125:",4042016,"2016-04-04 17:36:40",1,0
466.95,465.13,78.54,80,20,549.99,734999,-201,-199,1,4,1,1,1,0,0,0,"17:36:40:187:",4042016,"2016-04-04 17:36:40",1,0
453.36,451.7,78.54,80,20,549.99,734999,-225,-223,1,4,1,1,1,0,0,0,"17:36:40:250:",4042016,"2016-04-04 17:36:40",1,0
439.53,438,78.54,80,20,549.99,734999,-215,-214,1,4,1,1,1,0,0,0,"17:36:40:312:",4042016,"2016-04-04 17:36:40",1,0
425.91,424.44,78.54,80,20,549.99,734999,-223,-222,1,4,1,1,1,0,0,0,"17:36:40:375:",4042016,"2016-04-04 17:36:40",1,0
412.24,410.81,78.54,80,20,549.99,734999,-216,-214,1,4,1,1,1,0,0,0,"17:36:40:437:",4042016,"2016-04-04 17:36:40",1,0
398.68,397.32,78.54,80,20,549.99,734999,-217,-216,1,4,1,1,1,0,0,0,"17:36:40:500:",4042016,"2016-04-04 17:36:40",1,0
385.95,384.93,78.54,80,20,549.99,734999,-144,-129,1,4,1,1,1,0,0,0,"17:36:40:562:",4042016,"2016-04-04 17:36:40",1,0
389.84,388.02,78.54,80,20,549.99,734999,89,65,1,4,1,1,1,0,0,0,"17:36:40:625:",4042016,"2016-04-04 17:36:40",1,0
385.92,384.44,78.54,80,20,549.99,734999,-78,-68,1,4,1,1,1,0,0,0,"17:36:40:687:",4042016,"2016-04-04 17:36:40",1,0
387.94,386.12,78.54,80,20,549.99,734999,44,31,0,4,1,1,1,0,0,0,"17:36:40:750:",4042016,"2016-04-04 17:36:40",1,0
385.23,383.83,78.54,80,20,549.99,734999,-59,2,0,4,1,1,1,0,0,0,"17:36:40:812:",4042016,"2016-04-04 17:36:40",1,0
387.04,385.23,78.54,80,20,549.99,734995,46,25,0,4,1,0,1,0,0,0,"17:36:40:875:",4042016,"2016-04-04 17:36:40",1,0
386.19,384.8,78.54,80,20,549.99,734999,-1,-1,0,4,1,0,1,0,0,0,"17:36:40:937:",4042016,"2016-04-04 17:36:40",2,1
386.43,384.95,78.54,80,20,549.99,734999,7,4,0,4,1,0,1,0,0,0,"17:36:41:062:",4042016,"2016-04-04 17:36:41",1,0
386.65,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:125:",4042016,"2016-04-04 17:36:41",1,0
386.64,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:187:",4042016,"2016-04-04 17:36:41",1,0
386.65,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:250:",4042016,"2016-04-04 17:36:41",1,0
386.64,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:312:",4042016,"2016-04-04 17:36:41",1,0
386.65,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:375:",4042016,"2016-04-04 17:36:41",1,0
386.64,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:437:",4042016,"2016-04-04 17:36:41",1,0
386.65,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:500:",4042016,"2016-04-04 17:36:41",1,0
386.64,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:562:",4042016,"2016-04-04 17:36:41",1,0
386.65,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:41:625:",4042016,"2016-04-04 17:36:41",12,1
387.2,385,78.54,80,20,549.99,734999,32,12,0,4,1,0,1,0,0,0,"17:36:42:375:",4042016,"2016-04-04 17:36:42",1,0
390.99,388.32,78.54,80,20,549.99,734999,78,80,0,4,1,0,1,0,0,0,"17:36:42:437:",4042016,"2016-04-04 17:36:42",1,0
395.36,392.81,78.54,80,20,549.99,734999,68,65,0,4,1,0,1,0,0,0,"17:36:42:500:",4042016,"2016-04-04 17:36:42",1,0
400.16,397.71,78.54,80,20,549.99,734999,94,98,0,4,1,0,1,0,0,0,"17:36:42:562:",4042016,"2016-04-04 17:36:42",1,0
407.58,405,78.54,80,20,549.99,734999,131,125,0,4,1,0,1,0,0,0,"17:36:42:625:",4042016,"2016-04-04 17:36:42",1,0
415.9,413.19,78.54,80,20,549.99,734999,136,137,0,4,1,0,1,0,0,0,"17:36:42:687:",4042016,"2016-04-04 17:36:42",1,0
425.35,422.61,78.54,80,20,549.99,734999,163,161,0,4,1,0,1,0,0,0,"17:36:42:750:",4042016,"2016-04-04 17:36:42",1,0
436.01,433.12,78.54,80,20,549.99,734999,172,171,0,4,1,0,1,0,0,0,"17:36:42:812:",4042016,"2016-04-04 17:36:42",1,0
446.68,443.84,78.54,80,20,549.99,734999,173,174,0,4,1,0,1,0,0,0,"17:36:42:875:",4042016,"2016-04-04 17:36:42",1,0
457.64,454.84,78.54,80,20,549.99,734999,179,178,0,4,1,0,1,0,0,0,"17:36:42:937:",4042016,"2016-04-04 17:36:42",1,0
468.87,466.08,78.54,80,20,549.99,734999,177,179,0,4,1,0,1,0,0,0,"17:36:43:000:",4042016,"2016-04-04 17:36:43",1,0
479.84,477.19,78.54,80,20,549.99,734999,171,174,0,4,1,0,1,0,0,0,"17:36:43:062:",4042016,"2016-04-04 17:36:43",1,0
489.7,487.22,78.54,80,20,549.99,734999,146,150,0,4,1,0,1,0,0,0,"17:36:43:125:",4042016,"2016-04-04 17:36:43",1,0
497.81,495.59,78.54,80,20,549.99,734999,118,122,0,4,1,0,1,0,0,0,"17:36:43:187:",4042016,"2016-04-04 17:36:43",1,0
504.02,502.1,78.54,80,20,549.99,734999,86,90,0,4,1,0,1,0,0,0,"17:36:43:250:",4042016,"2016-04-04 17:36:43",1,0
508.17,506.44,78.54,80,20,549.99,734999,50,53,0,4,1,0,1,0,0,0,"17:36:43:312:",4042016,"2016-04-04 17:36:43",1,0
510.22,508.71,78.54,80,20,549.99,734999,22,26,0,4,1,0,1,0,0,0,"17:36:43:375:",4042016,"2016-04-04 17:36:43",1,0
511.36,510.01,78.54,80,20,549.99,734999,18,19,0,4,1,0,1,0,0,0,"17:36:43:437:",4042016,"2016-04-04 17:36:43",1,0
512.46,511.06,78.54,80,20,549.99,734999,10,4,0,4,1,0,1,0,0,0,"17:36:43:500:",4042016,"2016-04-04 17:36:43",1,0
512.41,511.03,78.54,80,20,549.99,734999,0,0,0,4,0,0,1,1,0,0,"17:36:43:562:",4042016,"2016-04-04 17:36:43",2,0
512.41,511.02,78.54,80,20,549.99,734999,0,0,0,4,0,0,1,1,0,0,"17:36:43:687:",4042016,"2016-04-04 17:36:43",3,0
512.4,511.02,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,1,0,0,"17:36:43:875:",4042016,"2016-04-04 17:36:43",1,0
512.41,511.02,78.54,80,20,549.99,734999,0,0,1,4,1,0,1,1,0,0,"17:36:43:937:",4042016,"2016-04-04 17:36:43",1,0
512.4,511.02,78.54,80,20,549.99,734999,0,0,1,4,1,1,1,1,0,0,"17:36:44:000:",4042016,"2016-04-04 17:36:44",2,0
512.36,510.75,78.54,80,20,549.99,734999,-4,-17,1,4,1,1,1,1,0,0,"17:36:44:125:",4042016,"2016-04-04 17:36:44",1,0
511.1,508.91,78.54,80,20,549.99,734999,-28,-27,1,4,1,1,1,0,0,0,"17:36:44:187:",4042016,"2016-04-04 17:36:44",1,0
509.29,507.08,78.54,80,20,549.99,734999,-34,-40,1,4,1,1,1,0,0,0,"17:36:44:250:",4042016,"2016-04-04 17:36:44",1,0
505.61,503.03,78.54,80,20,549.99,734999,-82,-81,1,4,1,1,1,0,0,0,"17:36:44:312:",4042016,"2016-04-04 17:36:44",1,0
499.35,497.13,78.54,80,20,549.99,734999,-110,-104,1,4,1,1,1,0,0,0,"17:36:44:375:",4042016,"2016-04-04 17:36:44",1,0
491.69,489.68,78.54,80,20,549.99,734999,-136,-134,1,4,1,1,1,0,0,0,"17:36:44:437:",4042016,"2016-04-04 17:36:44",1,0
482.09,480.21,78.54,80,20,549.99,734999,-167,-166,1,4,1,1,1,0,0,0,"17:36:44:500:",4042016,"2016-04-04 17:36:44",1,0
470.68,468.93,78.54,80,20,549.99,734999,-193,-191,1,4,1,1,1,0,0,0,"17:36:44:562:",4042016,"2016-04-04 17:36:44",1,0
457.49,455.83,78.54,80,20,549.99,734999,-224,-222,1,4,1,1,1,0,0,0,"17:36:44:625:",4042016,"2016-04-04 17:36:44",1,0
443.48,441.94,78.54,80,20,549.99,734999,-217,-217,1,4,1,1,1,0,0,0,"17:36:44:687:",4042016,"2016-04-04 17:36:44",1,0
429.95,428.47,78.54,80,20,549.99,734999,-223,-221,1,4,1,1,1,0,0,0,"17:36:44:750:",4042016,"2016-04-04 17:36:44",1,0
416.13,414.73,78.54,80,20,549.99,734999,-219,-218,1,4,1,1,1,0,0,0,"17:36:44:812:",4042016,"2016-04-04 17:36:44",1,0
402.63,401.3,78.54,80,20,549.99,734999,-217,-215,1,4,1,1,1,0,0,0,"17:36:44:875:",4042016,"2016-04-04 17:36:44",1,0
389,387.79,78.54,80,20,549.99,734999,-211,-205,1,4,1,1,1,0,0,0,"17:36:44:937:",4042016,"2016-04-04 17:36:44",1,0
387.87,386.53,78.54,80,20,549.99,734999,131,103,0,4,1,1,1,0,0,0,"17:36:45:000:",4042016,"2016-04-04 17:36:45",1,0
387.73,385.78,78.54,80,20,549.99,734999,-111,-95,0,4,1,1,1,0,0,0,"17:36:45:062:",4042016,"2016-04-04 17:36:45",1,0
387.2,385.39,78.54,80,20,549.99,734999,58,65,0,4,1,0,1,0,0,0,"17:36:45:125:",4042016,"2016-04-04 17:36:45",1,0
387.1,385.38,78.56,80,19.99,549.99,734992,1,21,0,4,1,0,1,0,0,0,"17:36:45:187:",4042016,"2016-04-04 17:36:45",1,0
387.12,385.43,78.55,80,19.99,549.99,734992,2,6,0,4,1,0,1,0,0,0,"17:36:45:265:",4042016,"2016-04-04 17:36:45",1,0
387.07,384.86,78.55,80,19.99,549.99,734992,-4,-7,0,4,1,0,1,0,0,0,"17:36:45:312:",4042016,"2016-04-04 17:36:45",1,0
386.63,384.73,78.55,80,19.99,549.99,734992,1,3,0,4,1,0,1,0,0,0,"17:36:45:375:",4042016,"2016-04-04 17:36:45",1,0
386.75,384.92,78.54,80,19.99,549.99,734992,2,0,0,4,1,0,1,0,0,0,"17:36:45:437:",4042016,"2016-04-04 17:36:45",1,0
386.74,384.9,78.54,80,19.99,549.99,734995,1,0,0,4,1,0,1,0,0,0,"17:36:45:500:",4042016,"2016-04-04 17:36:45",1,0
386.74,384.91,78.54,80,19.99,549.99,734999,0,1,0,4,1,0,1,0,0,0,"17:36:45:562:",4042016,"2016-04-04 17:36:45",1,0
386.75,384.9,78.54,80,19.99,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:45:625:",4042016,"2016-04-04 17:36:45",1,0
386.74,384.91,78.54,80,19.99,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:45:687:",4042016,"2016-04-04 17:36:45",1,0
386.75,384.91,78.54,80,19.99,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:45:750:",4042016,"2016-04-04 17:36:45",1,0
386.74,384.91,78.54,80,19.99,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:45:812:",4042016,"2016-04-04 17:36:45",1,0
386.75,384.91,78.54,80,19.99,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:45:875:",4042016,"2016-04-04 17:36:45",3,1
386.75,384.91,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:46:062:",4042016,"2016-04-04 17:36:46",1,0
386.74,384.91,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:46:125:",4042016,"2016-04-04 17:36:46",1,0
386.75,384.9,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:46:187:",4042016,"2016-04-04 17:36:46",1,0
386.75,384.91,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:46:250:",4042016,"2016-04-04 17:36:46",2,0
386.74,384.91,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:46:375:",4042016,"2016-04-04 17:36:46",1,0
386.75,384.91,78.54,80,20,549.99,734999,0,0,0,4,1,0,1,0,0,0,"17:36:46:437:",4042016,"2016-04-04 17:36:46",2,0
386.75,384.91,78.54,80,20,549.99,734999,1,0,0,4,1,0,1,0,0,0,"17:36:46:562:",4042016,"2016-04-04 17:36:46",1,0
389.01,385.95,78.54,80,20,549.99,734999,69,42,0,4,1,0,1,0,0,0,"17:36:46:625:",4042016,"2016-04-04 17:36:46",1,0
393.43,390.56,78.54,80,20,549.99,734999,66,74,0,4,1,0,1,0,0,0,"17:36:46:687:",4042016,"2016-04-04 17:36:46",1,0
397.62,394.75,78.54,80,20,549.99,734999,74,71,0,4,1,0,1,0,0,0,"17:36:46:750:",4042016,"2016-04-04 17:36:46",1,0
403.79,400.98,78.54,80,20,549.99,734999,118,118,0,4,1,0,1,0,0,0,"17:36:46:812:",4042016,"2016-04-04 17:36:46",1,0
413.8,410.82,78.54,80,20,549.99,734999,132,132,0,4,1,0,1,0,0,0,"17:36:46:890:",4042016,"2016-04-04 17:36:46",1,0
420.42,417.49,78.54,80,20,549.99,734999,151,151,0,4,1,0,1,0,0,0,"17:36:46:937:",4042016,"2016-04-04 17:36:46",1,0
430.67,427.62,78.54,80,20,549.99,734999,170,168,0,4,1,0,1,0,0,0,"17:36:47:000:",4042016,"2016-04-04 17:36:47",1,0
441.3,438.21,78.54,80,20,549.99,734999,168,169,0,4,1,0,1,0,0,0,"17:36:47:062:",4042016,"2016-04-04 17:36:47",1,0
452.04,449.01,78.54,80,20,549.99,734999,175,176,0,4,1,0,1,0,0,0,"17:36:47:125:",4042016,"2016-04-04 17:36:47",1,0
463.15,460.17,78.54,80,20,549.99,734999,178,180,0,4,1,0,1,0,0,0,"17:36:47:187:",4042016,"2016-04-04 17:36:47",1,0
474.28,471.42,78.54,80,20,549.99,734999,178,180,0,4,1,0,1,0,0,0,"17:36:47:250:",4042016,"2016-04-04 17:36:47",1,0
484.89,482.14,78.54,80,20,549.99,734999,161,162,0,4,1,0,1,0,0,0,"17:36:47:312:",4042016,"2016-04-04 17:36:47",1,0
493.93,491.42,78.54,80,20,549.99,734999,131,137,0,4,1,0,1,0,0,0,"17:36:47:375:",4042016,"2016-04-04 17:36:47",1,0
501.12,498.96,78.54,80,20,549.99,734999,102,107,0,4,1,0,1,0,0,0,"17:36:47:437:",4042016,"2016-04-04 17:36:47",1,0
506.35,504.45,78.54,80,20,549.99,734999,68,72,0,4,1,0,1,0,0,0,"17:36:47:500:",4042016,"2016-04-04 17:36:47",1,0
509.35,507.7,78.54,80,20,549.99,734999,34,38,0,4,1,0,1,0,0,0,"17:36:47:562:",4042016,"2016-04-04 17:36:47",1,0
510.8,509.34,78.54,80,20,549.99,734999,19,21,0,4,1,0,1,0,0,0,"17:36:47:625:",4042016,"2016-04-04 17:36:47",1,0
512,510.62,78.54,80,20,549.99,734999,20,21,0,4,1,0,1,0,0,0,"17:36:47:687:",4042016,"2016-04-04 17:36:47",1,0
512.26,510.83,78.54,80,20,549.99,734999,-6,-2,0,4,1,0,1,1,0,0,"17:36:47:750:",4042016,"2016-04-04 17:36:47",1,0
512.19,510.82,78.54,80,20,549.99,734999,0,0,0,4,0,0,1,1,0,0,"17:36:47:812:",4042016,"2016-04-04 17:36:47",1,0
512.18,510.81,78.54,80,20,549.99,734999,0,0,0,4,0,0,1,1,0,0,"17:36:47:875:",4042016,"2016-04-04 17:36:47",9,1
512.18,510.81,78.54,80,20,549.99,734999,0,0,1,4,1,0,1,1,0,0,"17:36:48:437:",4042016,"2016-04-04 17:36:48",2,0
512.18,510.81,78.54,80,20,549.99,734999,0,0,1,4,1,1,1,1,0,0,"17:36:48:562:",4042016,"2016-04-04 17:36:48",2,0
511.88,510.05,78.54,80,20,549.99,734999,-17,-29,1,4,1,1,1,1,0,0,"17:36:48:687:",4042016,"2016-04-04 17:36:48",1,0
510.1,507.84,78.54,80,20,549.99,734999,-30,-28,1,4,1,1,1,0,0,0,"17:36:48:750:",4042016,"2016-04-04 17:36:48",1,0
508.2,505.77,78.54,80,20,549.99,734999,-39,-48,1,4,1,1,1,0,0,0,"17:36:48:812:",4042016,"2016-04-04 17:36:48",1,0
503.9,501.23,78.54,80,20,549.99,734999,-91,-89,1,4,1,1,1,0,0,0,"17:36:48:875:",4042016,"2016-04-04 17:36:48",1,0
497.24,494.88,78.54,80,20,549.99,734999,-116,-109,1,4,1,1,1,0,0,0,"17:36:48:937:",4042016,"2016-04-04 17:36:48",1,0
489.08,487.04,78.54,80,20,549.99,734999,-143,-140,1,4,1,1,1,0,0,0,"17:36:49:000:",4042016,"2016-04-04 17:36:49",1,0
479.02,477.13,78.54,80,20,549.99,734999,-174,-172,1,4,1,1,1,0,0,0,"17:36:49:062:",4042016,"2016-04-04 17:36:49",1,0
467.17,465.42,78.54,80,20,549.99,734999,-203,-201,1,4,1,1,1,0,0,0,"17:36:49:125:",4042016,"2016-04-04 17:36:49",1,0
453.59,451.95,78.54,80,20,549.99,734999,-227,-226,1,4,1,1,1,0,0,0,"17:36:49:187:",4042016,"2016-04-04 17:36:49",1,0
439.73,438.2,78.54,80,20,549.99,734999,-212,-212,1,4,1,1,1,0,0,0,"17:36:49:250:",4042016,"2016-04-04 17:36:49",1,0
426.12,424.67,78.54,80,20,549.99,734999,-222,-221,1,4,1,1,1,0,0,0,"17:36:49:312:",4042016,"2016-04-04 17:36:49",1,0
412.4,411.02,78.54,80,20,549.99,734999,-215,-214,1,4,1,1,1,0,0,0,"17:36:49:375:",4042016,"2016-04-04 17:36:49",1,0
398.85,397.53,78.54,80,20,549.99,734999,-221,-218,1,4,1,1,1,0,0,0,"17:36:49:437:",4042016,"2016-04-04 17:36:49",1,0
385.25,383.98,78.54,80,20,549.99,734999,-215,-215,1,4,1,1,1,0,0,0,"17:36:49:500:",4042016,"2016-04-04 17:36:49",1,0
371.78,370.58,78.54,80,20,549.99,734999,-215,-213,1,4,1,1,1,0,0,0,"17:36:49:562:",4042016,"2016-04-04 17:36:49",1,0
359.13,357.96,78.54,80,20,549.99,734999,-193,-193,1,4,1,1,1,0,0,0,"17:36:49:625:",4042016,"2016-04-04 17:36:49",1,0
347.35,346.2,78.54,80,20,549.99,734999,-184,-184,1,4,1,1,1,0,0,0,"17:36:49:687:",4042016,"2016-04-04 17:36:49",1,0
336.49,335.36,78.54,80,20,549.99,734999,-168,-168,1,4,1,1,1,0,0,0,"17:36:49:750:",4042016,"2016-04-04 17:36:49",1,0
326.51,325.31,78.54,80,20,549.99,734999,-153,-155,1,4,1,1,1,0,0,0,"17:36:49:812:",4042016,"2016-04-04 17:36:49",1,0
317.54,316.1,78.54,80,20,549.99,734999,-137,-141,1,4,1,1,1,0,0,0,"17:36:49:875:",4042016,"2016-04-04 17:36:49",1,0
309.42,307.7,78.54,80,20,549.99,734999,-124,-128,1,4,1,1,1,0,0,0,"17:36:49:937:",4042016,"2016-04-04 17:36:49",1,0
302.16,300.23,78.54,80,20,549.99,734999,-111,-113,1,4,1,1,1,0,0,0,"17:36:50:000:",4042016,"2016-04-04 17:36:50",1,0
295.72,293.62,78.54,80,20,549.99,734999,-98,-100,1,4,1,1,1,0,0,0,"17:36:50:062:",4042016,"2016-04-04 17:36:50",1,0
290.15,287.93,78.54,80,20,549.99,734999,-83,-85,1,4,1,1,1,0,0,0,"17:36:50:125:",4042016,"2016-04-04 17:36:50",1,0
285.41,283.11,78.54,80,20,549.99,734999,-69,-70,1,4,1,1,1,0,0,0,"17:36:50:187:",4042016,"2016-04-04 17:36:50",1,0
281.52,279.16,78.54,80,20,549.99,734999,-56,-57,1,4,1,1,1,0,0,0,"17:36:50:250:",4042016,"2016-04-04 17:36:50",1,0
278.49,276.09,78.54,80,20,549.99,734999,-43,-43,1,4,1,1,1,0,0,0,"17:36:50:312:",4042016,"2016-04-04 17:36:50",1,0
276.25,273.82,78.54,80,20,549.99,734999,-31,-32,1,4,1,1,1,0,0,0,"17:36:50:375:",4042016,"2016-04-04 17:36:50",1,0
274.76,272.27,78.54,80,20,549.99,734999,-18,-19,1,4,1,1,1,0,0,0,"17:36:50:437:",4042016,"2016-04-04 17:36:50",1,0
273.85,270.64,78.54,80,20,549.99,734999,-26,-26,1,4,1,1,1,0,0,0,"17:36:50:500:",4042016,"2016-04-04 17:36:50",1,0
272.87,269.97,78.54,80,20,549.99,734999,0,-4,1,4,1,1,1,0,1,0,"17:36:50:562:",4042016,"2016-04-04 17:36:50",1,0
272.92,269.93,78.54,80,20,549.99,734999,1,0,1,4,1,1,1,0,1,0,"17:36:50:625:",4042016,"2016-04-04 17:36:50",1,0
272.94,269.85,78.54,80,20,549.99,734999,0,-2,1,4,1,1,1,0,1,0,"17:36:50:687:",4042016,"2016-04-04 17:36:50",1,0
272.94,269.83,78.54,80,20,549.99,734999,0,0,1,4,1,1,1,0,1,0,"17:36:50:750:",4042016,"2016-04-04 17:36:50",9,1
